timestamp,city,temperature,humidity
2025-06-20T00:52:40,Barcelona,32.65,71.34
2025-06-20T00:52:50,Madrid,25.13,54.41
2025-06-20T00:53:00,Barcelona,30.44,73.65
2025-06-20T00:53:10,Barcelona,26.79,39.51
2025-06-20T00:53:20,Sevilla,13.75,83.3
2025-06-20T00:53:30,Valencia,18.55,67.34
2025-06-20T00:53:40,Bilbao,27.59,78.32
2025-06-20T00:53:50,Sevilla,33.05,41.11
2025-06-20T00:54:00,Zaragoza,24.65,46.26
2025-06-20T00:54:10,Barcelona,12.08,70.11
2025-06-20T00:54:20,Madrid,39.09,41.8
2025-06-20T00:54:30,Madrid,37.73,78.82
2025-06-20T00:54:40,Valencia,11.87,85.85
2025-06-20T00:54:50,Sevilla,11.58,46.44
2025-06-20T00:55:00,Bilbao,27.71,23.77
2025-06-20T00:55:10,Sevilla,17.85,20.29
2025-06-20T00:55:20,Sevilla,19.85,29.53
2025-06-20T00:55:30,Valencia,32.94,56.53
2025-06-20T00:55:40,Zaragoza,14.83,76.49
2025-06-20T00:55:50,Valencia,35.9,37.98
2025-06-20T00:56:00,Bilbao,11.67,39.22
2025-06-20T00:56:10,Bilbao,11.85,52.55
2025-06-20T00:56:20,Sevilla,29.04,22.88
2025-06-20T00:56:30,Barcelona,38.02,72.83
2025-06-20T00:56:40,Barcelona,38.56,49.37
2025-06-20T00:56:50,Madrid,12.32,30.62
2025-06-20T00:57:00,Barcelona,25.18,28.18
2025-06-20T00:57:10,Sevilla,15.69,33.82
2025-06-20T00:57:20,Barcelona,25.57,73.66
2025-06-20T00:57:30,Barcelona,19.95,89.32
2025-06-20T00:57:40,Sevilla,23.46,46.65
2025-06-20T00:57:50,Barcelona,13.71,38.89
2025-06-20T00:58:00,Sevilla,33.9,27.18
2025-06-20T00:58:10,Sevilla,30.48,68.22
2025-06-20T00:58:20,Madrid,21.71,70.54
2025-06-20T00:58:30,Bilbao,13.1,44.89
2025-06-20T00:58:40,Barcelona,12.25,87.5
2025-06-20T00:58:50,Madrid,37.67,37.75
2025-06-20T00:59:00,Madrid,12.36,44.15
2025-06-20T00:59:10,Bilbao,36.13,38.87
2025-06-20T00:59:20,Sevilla,31.6,42.63
2025-06-20T00:59:30,Sevilla,26.88,71.05
2025-06-20T00:59:40,Sevilla,22.38,52.66
2025-06-20T00:59:50,Madrid,28.07,78.62
2025-06-20T01:00:00,Barcelona,20.49,67.86
2025-06-20T01:00:10,Barcelona,35.16,61.98
2025-06-20T01:00:20,Bilbao,34.94,77.11
2025-06-20T01:00:30,Sevilla,31.43,69.62
2025-06-20T01:00:40,Valencia,37.5,78.82
2025-06-20T01:00:50,Barcelona,34.44,44.9
2025-06-20T01:01:00,Barcelona,10.11,37.59
2025-06-20T01:01:10,Bilbao,31.49,49.56
2025-06-20T01:01:20,Bilbao,15.26,44.11
2025-06-20T01:01:30,Bilbao,25.78,44.88
2025-06-20T01:01:40,Barcelona,34.97,37.83
2025-06-20T01:01:50,Madrid,11.4,32.59
2025-06-20T01:02:00,Barcelona,38.54,73.51
2025-06-20T01:02:10,Barcelona,24.25,30.48
2025-06-20T01:02:20,Bilbao,37.74,37.84
2025-06-20T01:02:30,Madrid,13.99,77.99
2025-06-20T01:02:40,Madrid,18.19,88.45
2025-06-20T01:02:50,Madrid,30.13,90.0
2025-06-20T01:03:00,Barcelona,37.87,44.39
2025-06-20T01:03:10,Bilbao,36.99,24.77
2025-06-20T01:03:20,Valencia,39.29,85.56
2025-06-20T01:03:30,Bilbao,19.93,38.84
2025-06-20T01:03:40,Valencia,28.72,24.51
2025-06-20T01:03:50,Barcelona,34.1,24.79
2025-06-20T01:04:00,Barcelona,18.0,34.44
2025-06-20T01:04:10,Madrid,15.65,34.47
2025-06-20T01:04:20,Zaragoza,31.24,79.64
2025-06-20T01:04:30,Valencia,18.73,36.42
2025-06-20T01:04:40,Barcelona,11.4,72.34
2025-06-20T01:04:50,Sevilla,18.4,70.29
2025-06-20T01:05:00,Bilbao,39.21,69.66
2025-06-20T01:05:10,Valencia,30.41,84.02
2025-06-20T01:05:20,Zaragoza,37.01,47.5
2025-06-20T01:05:30,Zaragoza,11.37,69.29
2025-06-20T01:05:40,Bilbao,18.68,30.05
2025-06-20T01:05:50,Barcelona,24.26,69.14
2025-06-20T01:06:00,Sevilla,11.99,73.81
2025-06-20T01:06:10,Bilbao,23.37,27.67
2025-06-20T01:06:20,Madrid,25.05,86.44
2025-06-20T01:06:30,Valencia,20.4,82.63
2025-06-20T01:06:40,Madrid,14.31,56.44
2025-06-20T01:06:50,Bilbao,22.64,71.51
2025-06-20T01:07:00,Valencia,15.83,74.78
2025-06-20T01:07:10,Valencia,16.9,88.98
2025-06-20T01:07:20,Valencia,35.6,50.18
2025-06-20T01:07:30,Madrid,35.33,45.25
2025-06-20T01:07:40,Sevilla,13.07,63.44
2025-06-20T01:07:50,Bilbao,21.15,56.59
2025-06-20T01:08:00,Valencia,22.08,22.8
2025-06-20T01:08:10,Zaragoza,35.77,74.65
2025-06-20T01:08:20,Madrid,34.62,31.47
2025-06-20T01:08:30,Zaragoza,35.88,87.51
2025-06-20T01:08:40,Bilbao,39.54,46.15
2025-06-20T01:08:50,Zaragoza,28.31,39.65
2025-06-20T01:09:00,Zaragoza,24.82,77.47
2025-06-20T01:09:10,Bilbao,14.92,35.9
2025-06-20T01:09:20,Madrid,12.4,29.15
2025-06-20T01:09:30,Barcelona,23.65,53.77
2025-06-20T01:09:40,Barcelona,23.4,36.72
2025-06-20T01:09:50,Valencia,25.7,77.43
2025-06-20T01:10:00,Zaragoza,36.44,55.99
2025-06-20T01:10:10,Valencia,27.08,42.56
2025-06-20T01:10:20,Zaragoza,26.04,81.68
2025-06-20T01:10:30,Barcelona,17.89,84.33
2025-06-20T01:10:40,Zaragoza,12.71,64.35
2025-06-20T01:10:50,Barcelona,19.28,39.89
2025-06-20T01:11:00,Zaragoza,36.64,32.23
2025-06-20T01:11:10,Zaragoza,39.75,44.59
2025-06-20T01:11:20,Bilbao,30.39,61.75
2025-06-20T01:11:30,Valencia,21.88,37.99
2025-06-20T01:11:40,Zaragoza,30.2,66.55
2025-06-20T01:11:50,Valencia,35.81,70.42
2025-06-20T01:12:00,Zaragoza,20.2,26.49
2025-06-20T01:12:10,Valencia,33.34,35.58
2025-06-20T01:12:20,Sevilla,18.67,76.08
2025-06-20T01:12:30,Bilbao,32.26,50.65
2025-06-20T01:12:40,Sevilla,22.87,76.97
2025-06-20T01:12:50,Valencia,23.73,57.82
2025-06-20T01:13:00,Madrid,17.8,47.52
2025-06-20T01:13:10,Madrid,11.36,23.3
2025-06-20T01:13:20,Bilbao,28.54,65.8
2025-06-20T01:13:30,Sevilla,17.86,88.42
2025-06-20T01:13:40,Barcelona,21.36,57.39
2025-06-20T01:13:50,Bilbao,28.4,40.57
2025-06-20T01:14:00,Sevilla,38.19,77.01
2025-06-20T01:14:10,Bilbao,25.65,79.45
2025-06-20T01:14:20,Madrid,28.81,49.11
2025-06-20T01:14:30,Madrid,10.65,87.22
2025-06-20T01:14:40,Madrid,26.02,72.75
2025-06-20T01:14:50,Bilbao,15.41,65.29
2025-06-20T01:15:00,Sevilla,18.02,58.01
2025-06-20T01:15:10,Barcelona,15.79,37.89
2025-06-20T01:15:20,Madrid,33.62,51.66
2025-06-20T01:15:30,Barcelona,26.55,59.69
2025-06-20T01:15:40,Sevilla,32.79,41.11
2025-06-20T01:15:50,Zaragoza,19.64,59.57
2025-06-20T01:16:00,Sevilla,20.15,48.07
2025-06-20T01:16:10,Bilbao,26.28,46.93
2025-06-20T01:16:20,Sevilla,21.74,49.53
2025-06-20T01:16:30,Sevilla,32.58,67.21
2025-06-20T01:16:40,Barcelona,35.17,49.95
2025-06-20T01:16:50,Sevilla,10.73,48.68
2025-06-20T01:17:00,Bilbao,21.28,44.86
2025-06-20T01:17:10,Madrid,15.13,48.94
2025-06-20T01:17:20,Sevilla,26.09,35.55
2025-06-20T01:17:30,Sevilla,32.68,53.81
2025-06-20T01:17:40,Madrid,12.01,70.87
2025-06-20T01:17:50,Sevilla,21.1,44.37
2025-06-20T01:18:00,Zaragoza,28.59,89.69
2025-06-20T01:18:10,Sevilla,31.17,44.36
2025-06-20T01:18:20,Bilbao,19.08,69.99
2025-06-20T01:18:30,Sevilla,21.86,31.5
2025-06-20T01:18:40,Zaragoza,16.31,86.34
2025-06-20T01:18:50,Zaragoza,24.95,45.99
2025-06-20T01:19:00,Barcelona,36.13,31.9
2025-06-20T01:19:10,Madrid,36.94,67.9
2025-06-20T01:19:20,Valencia,28.97,72.56
2025-06-20T01:19:30,Barcelona,10.4,21.45
2025-06-20T01:19:40,Zaragoza,19.86,77.04
2025-06-20T01:19:50,Madrid,22.42,59.18
2025-06-20T01:20:00,Zaragoza,32.82,62.09
2025-06-20T01:20:10,Valencia,28.48,73.18
2025-06-20T01:20:20,Zaragoza,22.19,71.94
2025-06-20T01:20:30,Sevilla,25.7,72.07
2025-06-20T01:20:40,Bilbao,36.1,67.12
2025-06-20T01:20:50,Barcelona,37.9,46.1
2025-06-20T01:21:00,Valencia,22.66,74.64
2025-06-20T01:21:10,Barcelona,25.53,53.95
2025-06-20T01:21:20,Sevilla,26.66,46.81
2025-06-20T01:21:30,Sevilla,10.12,64.81
2025-06-20T01:21:40,Zaragoza,26.11,61.02
2025-06-20T01:21:50,Bilbao,16.71,44.29
2025-06-20T01:22:00,Bilbao,15.27,79.32
2025-06-20T01:22:10,Valencia,22.98,25.89
2025-06-20T01:22:20,Valencia,17.49,46.46
2025-06-20T01:22:30,Zaragoza,28.82,78.19
2025-06-20T01:22:40,Madrid,19.68,87.1
2025-06-20T01:22:50,Valencia,25.28,70.06
2025-06-20T01:23:00,Madrid,37.48,81.94
2025-06-20T01:23:10,Sevilla,23.56,81.28
2025-06-20T01:23:20,Bilbao,29.27,67.14
2025-06-20T01:23:30,Madrid,18.05,59.69
2025-06-20T01:23:40,Valencia,21.7,81.01
2025-06-20T01:23:50,Valencia,28.08,41.93
2025-06-20T01:24:00,Valencia,35.98,77.5
2025-06-20T01:24:10,Madrid,17.64,49.08
2025-06-20T01:24:20,Valencia,28.32,26.86
2025-06-20T01:24:30,Zaragoza,18.16,50.6
2025-06-20T01:24:40,Bilbao,11.42,44.12
2025-06-20T01:24:50,Valencia,32.62,45.05
2025-06-20T01:25:00,Barcelona,32.58,85.91
2025-06-20T01:25:10,Madrid,24.69,44.88
2025-06-20T01:25:20,Bilbao,30.16,57.84
2025-06-20T01:25:30,Madrid,36.51,53.29
2025-06-20T01:25:40,Bilbao,30.5,43.86
2025-06-20T01:25:50,Madrid,20.81,67.68
2025-06-20T01:26:00,Zaragoza,34.14,82.59
2025-06-20T01:26:10,Bilbao,24.72,28.44
2025-06-20T01:26:20,Madrid,34.25,52.18
2025-06-20T01:26:30,Madrid,38.47,72.92
2025-06-20T01:26:40,Sevilla,10.68,60.97
